2.375920000000000000e+05,2.375880000000000000e+05,2.375920000000000000e+05
2.220120000000000000e+05,2.053180000000000000e+05,2.082350000000000000e+05
2.024480000000000000e+05,2.009890000000000000e+05,2.621480000000000000e+05
2.097260000000000000e+05,1.919820000000000000e+05,2.051780000000000000e+05
1.892450000000000000e+05,1.553890000000000000e+05,1.882300000000000000e+05
1.715070000000000000e+05,1.931700000000000000e+05,2.136530000000000000e+05
2.062520000000000000e+05,1.927710000000000000e+05,2.006090000000000000e+05
2.243990000000000000e+05,2.105930000000000000e+05,1.716740000000000000e+05
2.188920000000000000e+05,2.203690000000000000e+05,2.130330000000000000e+05
2.333820000000000000e+05,2.022350000000000000e+05,2.057270000000000000e+05
2.177610000000000000e+05,1.632040000000000000e+05,2.123780000000000000e+05
1.943980000000000000e+05,1.809330000000000000e+05,1.739240000000000000e+05
1.980180000000000000e+05,2.267980000000000000e+05,1.997980000000000000e+05
1.118380000000000000e+05,1.695920000000000000e+05,2.003820000000000000e+05
2.123670000000000000e+05,1.949690000000000000e+05,1.961820000000000000e+05
1.517860000000000000e+05,1.596050000000000000e+05,1.746730000000000000e+05
1.434650000000000000e+05,1.512790000000000000e+05,1.390540000000000000e+05
1.859620000000000000e+05,2.039480000000000000e+05,2.154230000000000000e+05
2.020450000000000000e+05,1.648450000000000000e+05,1.861560000000000000e+05
2.099750000000000000e+05,1.787850000000000000e+05,1.553710000000000000e+05
2.375750000000000000e+05,1.901850000000000000e+05,1.982450000000000000e+05
2.193310000000000000e+05,1.655780000000000000e+05,1.999110000000000000e+05
1.946280000000000000e+05,1.866070000000000000e+05,1.811330000000000000e+05
1.805410000000000000e+05,2.063570000000000000e+05,1.385120000000000000e+05
1.557720000000000000e+05,1.776820000000000000e+05,1.458430000000000000e+05
1.611730000000000000e+05,1.773570000000000000e+05,1.463710000000000000e+05
1.846250000000000000e+05,1.379100000000000000e+05,1.194380000000000000e+05
2.057380000000000000e+05,1.720180000000000000e+05,1.793650000000000000e+05
1.962560000000000000e+05,1.372510000000000000e+05,1.327720000000000000e+05
2.315780000000000000e+05,1.906100000000000000e+05,2.010850000000000000e+05
2.245210000000000000e+05,2.081460000000000000e+05,1.323100000000000000e+05
1.975840000000000000e+05,1.780500000000000000e+05,2.130050000000000000e+05
2.004070000000000000e+05,1.485930000000000000e+05,1.716430000000000000e+05
1.589680000000000000e+05,1.320140000000000000e+05,1.564720000000000000e+05
1.997250000000000000e+05,1.803350000000000000e+05,9.916300000000000000e+04
1.590340000000000000e+05,1.398370000000000000e+05,1.523050000000000000e+05
1.270540000000000000e+05,1.823900000000000000e+05,1.374730000000000000e+05
1.490810000000000000e+05,1.976350000000000000e+05,1.619890000000000000e+05
1.087320000000000000e+05,1.260480000000000000e+05,1.655210000000000000e+05
1.932240000000000000e+05,2.171630000000000000e+05,2.147700000000000000e+05
2.082480000000000000e+05,1.985490000000000000e+05,1.529360000000000000e+05
1.238420000000000000e+05,1.511790000000000000e+05,1.992030000000000000e+05
1.409440000000000000e+05,1.178940000000000000e+05,1.610260000000000000e+05
1.443540000000000000e+05,1.781730000000000000e+05,1.469410000000000000e+05
1.347380000000000000e+05,1.557950000000000000e+05,2.051650000000000000e+05
2.159670000000000000e+05,1.316750000000000000e+05,1.543320000000000000e+05
1.463270000000000000e+05,1.685880000000000000e+05,9.847300000000000000e+04
1.759230000000000000e+05,1.507240000000000000e+05,1.442240000000000000e+05
1.952940000000000000e+05,1.380450000000000000e+05,1.733060000000000000e+05
1.553890000000000000e+05,2.087870000000000000e+05,2.231950000000000000e+05
1.604410000000000000e+05,1.901490000000000000e+05,2.285850000000000000e+05
1.764130000000000000e+05,1.504610000000000000e+05,1.415890000000000000e+05
2.089790000000000000e+05,1.975920000000000000e+05,1.859640000000000000e+05
2.162340000000000000e+05,1.650200000000000000e+05,1.236720000000000000e+05
2.028080000000000000e+05,1.322040000000000000e+05,1.811670000000000000e+05
1.203610000000000000e+05,1.891150000000000000e+05,1.426030000000000000e+05
1.729590000000000000e+05,1.375920000000000000e+05,1.871490000000000000e+05
1.208240000000000000e+05,1.547750000000000000e+05,2.279490000000000000e+05
1.688530000000000000e+05,1.569400000000000000e+05,2.255690000000000000e+05
1.528110000000000000e+05,1.985200000000000000e+05,2.261880000000000000e+05
1.505850000000000000e+05,1.878630000000000000e+05,2.141870000000000000e+05
1.703800000000000000e+05,1.963670000000000000e+05,1.841660000000000000e+05
1.813500000000000000e+05,1.972470000000000000e+05,1.394750000000000000e+05
1.661990000000000000e+05,1.525820000000000000e+05,1.048700000000000000e+05
1.303300000000000000e+05,1.842920000000000000e+05,1.221270000000000000e+05
1.095640000000000000e+05,1.549220000000000000e+05,1.726030000000000000e+05
1.626600000000000000e+05,1.098180000000000000e+05,1.829960000000000000e+05
1.730170000000000000e+05,1.799930000000000000e+05,1.230930000000000000e+05
1.578610000000000000e+05,2.207470000000000000e+05,1.866040000000000000e+05
2.076280000000000000e+05,2.021720000000000000e+05,2.040440000000000000e+05
2.285820000000000000e+05,1.889520000000000000e+05,1.776070000000000000e+05
2.253520000000000000e+05,2.267990000000000000e+05,2.315740000000000000e+05
1.291230000000000000e+05,2.117470000000000000e+05,2.117850000000000000e+05
1.424750000000000000e+05,1.788300000000000000e+05,2.040250000000000000e+05
1.850370000000000000e+05,2.111420000000000000e+05,1.755790000000000000e+05
1.888630000000000000e+05,1.507970000000000000e+05,1.177350000000000000e+05
1.456600000000000000e+05,1.404720000000000000e+05,1.786730000000000000e+05
1.971050000000000000e+05,1.781310000000000000e+05,2.058570000000000000e+05
1.631780000000000000e+05,1.536540000000000000e+05,1.975760000000000000e+05
2.246650000000000000e+05,1.994790000000000000e+05,1.541810000000000000e+05
1.706370000000000000e+05,1.826290000000000000e+05,2.105640000000000000e+05
1.513260000000000000e+05,1.832240000000000000e+05,2.051800000000000000e+05
1.512830000000000000e+05,1.500640000000000000e+05,2.117460000000000000e+05
1.950900000000000000e+05,1.707410000000000000e+05,1.955710000000000000e+05
1.776100000000000000e+05,2.207870000000000000e+05,1.949640000000000000e+05
1.793680000000000000e+05,2.098160000000000000e+05,1.554140000000000000e+05
2.039620000000000000e+05,1.685180000000000000e+05,1.909440000000000000e+05
2.069390000000000000e+05,1.703220000000000000e+05,1.602790000000000000e+05
1.458230000000000000e+05,1.123590000000000000e+05,2.327740000000000000e+05
1.530880000000000000e+05,2.291690000000000000e+05,1.239050000000000000e+05
2.055190000000000000e+05,2.307920000000000000e+05,1.721810000000000000e+05
2.110480000000000000e+05,1.812480000000000000e+05,2.189880000000000000e+05
1.349710000000000000e+05,1.949760000000000000e+05,1.854070000000000000e+05
1.483110000000000000e+05,1.706320000000000000e+05,1.744960000000000000e+05
1.811600000000000000e+05,2.112120000000000000e+05,1.607530000000000000e+05
1.778820000000000000e+05,2.003680000000000000e+05,2.145990000000000000e+05
2.291760000000000000e+05,1.853840000000000000e+05,1.819970000000000000e+05
1.882330000000000000e+05,2.333850000000000000e+05,2.215560000000000000e+05
2.134400000000000000e+05,2.099880000000000000e+05,2.147780000000000000e+05
1.819400000000000000e+05,2.219610000000000000e+05,2.151620000000000000e+05
