2.230800000000000000e+04,2.212600000000000000e+04,2.222400000000000000e+04
1.989200000000000000e+04,1.654100000000000000e+04,2.330200000000000000e+04
2.066100000000000000e+04,1.944800000000000000e+04,1.060000000000000000e+04
1.620500000000000000e+04,2.057200000000000000e+04,1.783800000000000000e+04
1.388500000000000000e+04,1.623700000000000000e+04,1.445500000000000000e+04
1.666700000000000000e+04,1.642000000000000000e+04,2.039800000000000000e+04
1.541100000000000000e+04,1.544300000000000000e+04,1.712500000000000000e+04
1.845100000000000000e+04,2.040800000000000000e+04,1.866400000000000000e+04
1.966200000000000000e+04,2.087000000000000000e+04,2.006200000000000000e+04
1.782000000000000000e+04,1.396800000000000000e+04,2.109000000000000000e+04
2.097100000000000000e+04,2.218800000000000000e+04,2.255500000000000000e+04
1.889100000000000000e+04,2.130300000000000000e+04,1.829600000000000000e+04
1.954400000000000000e+04,1.928800000000000000e+04,1.845600000000000000e+04
1.825100000000000000e+04,1.581900000000000000e+04,1.476300000000000000e+04
1.675200000000000000e+04,9.054000000000000000e+03,1.467800000000000000e+04
1.579900000000000000e+04,8.546000000000000000e+03,1.662000000000000000e+04
1.613200000000000000e+04,1.039500000000000000e+04,1.680700000000000000e+04
2.154800000000000000e+04,1.676800000000000000e+04,1.891600000000000000e+04
1.546000000000000000e+04,1.933300000000000000e+04,2.326800000000000000e+04
2.118900000000000000e+04,1.859800000000000000e+04,2.298800000000000000e+04
1.605700000000000000e+04,1.461600000000000000e+04,2.303600000000000000e+04
1.469000000000000000e+04,1.749800000000000000e+04,2.035000000000000000e+04
1.880600000000000000e+04,1.418000000000000000e+04,1.569100000000000000e+04
1.184000000000000000e+04,1.377600000000000000e+04,1.237900000000000000e+04
1.659300000000000000e+04,1.830400000000000000e+04,1.742200000000000000e+04
1.519200000000000000e+04,1.540600000000000000e+04,1.574300000000000000e+04
1.211400000000000000e+04,1.413100000000000000e+04,1.397300000000000000e+04
1.207400000000000000e+04,1.634900000000000000e+04,1.143500000000000000e+04
1.695800000000000000e+04,2.275200000000000000e+04,1.752000000000000000e+04
1.456400000000000000e+04,1.978200000000000000e+04,1.901500000000000000e+04
2.115700000000000000e+04,2.173600000000000000e+04,2.205600000000000000e+04
1.824100000000000000e+04,1.695000000000000000e+04,2.282000000000000000e+04
1.953400000000000000e+04,1.721700000000000000e+04,1.753200000000000000e+04
1.659100000000000000e+04,1.274700000000000000e+04,2.256500000000000000e+04
1.548800000000000000e+04,1.584500000000000000e+04,9.161000000000000000e+03
1.422900000000000000e+04,1.696800000000000000e+04,1.710700000000000000e+04
1.435300000000000000e+04,1.282800000000000000e+04,1.864100000000000000e+04
1.787000000000000000e+04,1.735300000000000000e+04,2.001900000000000000e+04
2.010800000000000000e+04,2.136600000000000000e+04,1.621000000000000000e+04
1.970600000000000000e+04,1.994800000000000000e+04,2.063200000000000000e+04
5.680000000000000000e+03,2.040400000000000000e+04,2.340700000000000000e+04
1.536000000000000000e+04,1.485600000000000000e+04,1.862100000000000000e+04
2.232400000000000000e+04,2.159000000000000000e+04,1.989100000000000000e+04
1.291900000000000000e+04,1.356200000000000000e+04,1.352700000000000000e+04
1.712100000000000000e+04,1.522600000000000000e+04,1.650800000000000000e+04
1.440300000000000000e+04,1.836700000000000000e+04,1.547000000000000000e+04
1.640600000000000000e+04,1.903500000000000000e+04,1.768800000000000000e+04
1.563300000000000000e+04,2.064200000000000000e+04,2.140800000000000000e+04
1.870000000000000000e+04,2.125200000000000000e+04,2.280200000000000000e+04
2.234600000000000000e+04,2.126500000000000000e+04,2.237200000000000000e+04
